stdTaskCd,stdRiskFactorSeq,stdRiskMeasureSeq,riskFactor,stdSafetyMeasure
T01302,8817,17215,혼합기에 그라우팅 재료 투입 시 작업발판 미설치로 인한 떨어짐 위험,작업발판 설치
T01302,8818,17216,"혼합기 전원 공급, 분전반의분진 누적에 의한 기능 상실로 감전 위험",감전방지용 누전차단기 설치
T01302,8818,17217,"혼합기 전원 공급, 분전반의분진 누적에 의한 기능 상실로 감전 위험",이중절연구조
T01302,8819,17218,"주입재, 침투재 주입중 시멘트밀크, 모르타르 등이 주입구로부터 역류하여 비산하여 근로자 노출 위험",주입시 그라우팅 유압 및 유량관리
T01303,8820,17219,방수쉬트를 작업대에 끌어올리다 쉬트 부재와 부딪힘 위험,방수쉬트 들어올리는 작업 시 도르레 등의 장비 사용
T01303,8821,17220,작업대차 이동 중 작업구역 출입금지 미표기로 인한 부딪힘 위험,작업구역 출입금지
T01303,8821,17221,작업대차 이동 중 작업구역 출입금지 미표기로 인한 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01303,8822,17222,"작업대 이동통로에 방치된 재료, 공구 등에 걸려 넘어짐 위험",작업장 정리정돈 및 청소
T01303,8822,17223,"작업대 이동통로에 방치된 재료, 공구 등에 걸려 넘어짐 위험",전도예방조치(고정)
T01303,8823,17224,작업대 끝부분에서 무리하게 작업도중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01303,8823,17225,작업대 끝부분에서 무리하게 작업도중 떨어짐 위험,작업발판 설치
T01303,8824,17226,작업대 이동 시 작업자 탑승 상태에서 이동 중 유동에 의하여 떨어짐 위험,리프트 운반구 탑승 제한
T01303,8824,17227,작업대 이동 시 작업자 탑승 상태에서 이동 중 유동에 의하여 떨어짐 위험,컨베이어 탑승 제한
T01303,8824,17228,작업대 이동 시 작업자 탑승 상태에서 이동 중 유동에 의하여 떨어짐 위험,크레인 탑승 제한
T01303,8824,17229,작업대 이동 시 작업자 탑승 상태에서 이동 중 유동에 의하여 떨어짐 위험,화물자동차 적재함 탑승 제한
T01303,8825,17230,조명등의 전선 피복손상에 의한 누전으로 감전 위험,피복절연조치 실시
T01303,8826,17231,방수쉬트와 조명등의 이격거리가 가까워 화재 발생 위험,조명등 설치 시 방수쉬트와 적정한 이격거리 유지
T01303,8827,17232,"방수쉬트 작업 시 천장을 향하여 작업함에 따른 목, 허리 통증 유발",작업환경 개선조치
T01303,8828,17233,열풍용접기로 방수쉬트 융착 작업 시 융착부 열선 신체 접촉 위험,열풍용접기 사용방법 숙지
T01303,8829,17234,터널 내부가 어두워 이동 시 넘어지거나 충돌의 위험,75럭스 이상의 채광 또는 조명시설
T01303,8830,17235,보행자 이동통로 미확보로 인한 장비 등과 부딪힘 위험,안전 통로 설치
T01303,8830,17236,보행자 이동통로 미확보로 인한 장비 등과 부딪힘 위험,장애물 제거
T01303,8830,17237,보행자 이동통로 미확보로 인한 장비 등과 부딪힘 위험,통로구획
T01304,8831,17238,노출된 양수기 벨트에 끼임 위험,건널다리 등 설치
T01304,8831,17239,노출된 양수기 벨트에 끼임 위험,안전덮개 등 설치
T01304,8832,17240,배수로 설치 불량으로 이동 시 바닥 미끄러움에 의한 넘어짐 위험,배수로 수시 정비 실시
T01304,8833,17241,지하수 처리 미흡으로 넘어짐 위험,적정용량의 양수기 설치
T01304,8833,17242,지하수 처리 미흡으로 넘어짐 위험,지하수 적기 처리 실시
T01304,8834,17243,집수정 개구부 노출로 인한 떨어짐 위험,개구부 난간 등 설치
T01304,8834,17244,집수정 개구부 노출로 인한 떨어짐 위험,개구부 표시
T01304,8834,17245,집수정 개구부 노출로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01304,8835,17246,집수정 안전난간 미설치로 이동 중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01304,8835,17247,집수정 안전난간 미설치로 이동 중 떨어짐 위험,작업발판 설치
T01304,8836,17248,양수기 동력모터 누전으로 인한 감전 위험,감전방지용 누전차단기 설치
T01304,8836,17249,양수기 동력모터 누전으로 인한 감전 위험,이중절연구조
T01304,8837,17250,양수기 충전부 노출로 인한 감전 위험,방호망이나 절연덮개 설치
T01304,8837,17251,양수기 충전부 노출로 인한 감전 위험,폐쇄형 외함 구조
T01304,8837,17252,양수기 충전부 노출로 인한 감전 위험,표지판 설치
T01304,8838,17253,파손된 콘센트 사용으로 인한 감전 위험,파손된 콘센트 사용
T01304,8839,17254,집수정 및 침전시설 미설치로 인한 익사 위험,집수정 및 집전시설 설치
T01304,8840,17255,터널 내부가 어두워 이동 시 넘어지거나 충돌의 위험,75럭스 이상의 채광 또는 조명시설
T01305,8841,17256,TBM 장비 인양 반입 중 장비 뒤집힘에 의한 근로자 깔림 위험,TBM장비 반입 시 중량물 취급에 대한 안전수칙 교육
T01305,8841,17257,TBM 장비 인양 반입 중 장비 뒤집힘에 의한 근로자 깔림 위험,장비전도 방지 조치
T01305,8842,17258,굴진 작업중 막장면 유출수에 의한 무너짐 위험,굴착사면에 비닐 덮음
T01305,8842,17259,굴진 작업중 막장면 유출수에 의한 무너짐 위험,측구 설치
T01305,8843,17260,굴진 작업중 토질변화에 따른 무너짐 위험,굴착사면에 비닐 덮음
T01305,8843,17261,굴진 작업중 토질변화에 따른 무너짐 위험,측구 설치
T01305,8844,17262,이동식 크레인 해지장치 미사용으로 중량물에 깔림 위험,이동식 크레인 해지장치 사용
T01305,8845,17263,장비 인양 반입 중 편하중에 의해 근로자가 장비에 깔림 위험,안전지주 또는 안전블록 사용
T01305,8845,17264,장비 인양 반입 중 편하중에 의해 근로자가 장비에 깔림 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01305,8846,17265,장비 인양 시 이동식 크레인 와이어로프 파단에 의해 자재에 깔림 위험,안전계수 기준 준수
T01305,8846,17266,장비 인양 시 이동식 크레인 와이어로프 파단에 의해 자재에 깔림 위험,최대허용하중 등의 표식
T01305,8847,17267,터널 내부 작업지휘자 미선임으로 인한 운행차량에 부딪힘 위험,작업구역 출입금지
T01305,8847,17268,터널 내부 작업지휘자 미선임으로 인한 운행차량에 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01305,8848,17269,TBM 굴진 작업중 바퀴가 레일로부터 탈선으로 부딪힘 위험,레일설치 규격준수 및 고정
T01305,8849,17270,이동 시 바닥에 방치된 공구 등에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01305,8849,17271,이동 시 바닥에 방치된 공구 등에 걸려 넘어짐 위험,전도예방조치(고정)
T01305,8850,17272,인양 작업중 슬링로프의 걸림에 의한 회전으로 부딪힘 위험,인양시 일단정지 확인 후 인양
T01305,8851,17273,TBM장비 인양 작업을 위해 상부에서 작업 중 근로자 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01305,8851,17274,TBM장비 인양 작업을 위해 상부에서 작업 중 근로자 떨어짐 위험,작업발판 설치
T01305,8852,17275,TBM 굴진 작업중 분진 발생으로 근로자 분진 노출 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01305,8853,17276,환기불량으로 인한 직업병 발생 위험,환기 실시
T01305,8854,17277,가스매장 지질층 굴착 작업 중 발생한 유독가스에 의한 폭발 위험,인화성가스 농도 측정 및 급속환기 실시
T01305,8855,17278,가스누출로 인한 질식 위험,작업 전 유해가스 농도 측정
T01305,8856,17279,터널 내부가 어두워 이동 시 넘어지거나 충돌의 위험,75럭스 이상의 채광 또는 조명시설
T01305,8857,17280,가스나 분진에 의한 시야의 제한으로 인한 안전사고 위험,급속환기 실시 및 물을 뿌려 시계확보
T01306,8858,17281,Shield 장비 인양 반입 중 장비 넘어짐에 의한 근로자 깔림 위험,Shield 장비 반입 시 중량물 취급에 대한 안전수칙 교육
T01306,8858,17282,Shield 장비 인양 반입 중 장비 넘어짐에 의한 근로자 깔림 위험,장비 전도 방지 조치
T01306,8859,17283,굴진 작업중 막장면 유출수에 의한 무너짐 위험,굴착사면에 비닐 덮음
T01306,8859,17284,굴진 작업중 막장면 유출수에 의한 무너짐 위험,측구 설치
T01306,8860,17285,이동식 크레인 해지장치 미사용으로 중량물에 깔림 위험,이동식 크레인 해지장치 사용
T01306,8861,17286,장비 인양 반입 중 편하중에 의해 근로자가 장비에 깔림 위험,안전지주 또는 안전블록 사용
T01306,8861,17287,장비 인양 반입 중 편하중에 의해 근로자가 장비에 깔림 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01306,8862,17288,장비 인양 시 이동식 크레인 와이어로프 파단에 의해 자재에 깔림 위험,안전계수 기준 준수
T01306,8862,17289,장비 인양 시 이동식 크레인 와이어로프 파단에 의해 자재에 깔림 위험,최대허용하중 등의 표식
T01306,8863,17290,Shield 장비 추진 중 바퀴가 레일로부터 탈선으로 부딪힘 위험,레일설치 규격준수 및 고정
T01306,8864,17291,세그먼트 인양 작업 중 흔들리는 세크먼트에 부딪힘 위험,인양물 받침대 또는 결속하여 인양
T01306,8865,17292,세그먼트 조립 중 손가락 끼임 위험,"궤도나 그밖에 관련 설비의 보수, 점검 작업 시 궤도작업차량 사용시 해당구간 열차운행관계자와 협의"
T01306,8865,17293,세그먼트 조립 중 손가락 끼임 위험,"사전조사 및 결과 기록, 보존 및 작업계획서 작성 및 작업"
T01306,8865,17294,세그먼트 조립 중 손가락 끼임 위험,작업계획서 근로자 주지
T01306,8865,17295,세그먼트 조립 중 손가락 끼임 위험,항타기/항발기 조립/해체/변동/이동 시 작업밥업과 절차 수립 및 근로자 주지
T01306,8866,17296,연약지반 굴진 후 설치한 라이닝 배열 토압 상승에 의한 무너짐 위험,굴착사면에 비닐 덮음
T01306,8866,17297,연약지반 굴진 후 설치한 라이닝 배열 토압 상승에 의한 무너짐 위험,측구 설치
T01306,8867,17298,이동 시 바닥에 방치된 공구 등에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01306,8867,17299,이동 시 바닥에 방치된 공구 등에 걸려 넘어짐 위험,전도예방조치(고정)
T01306,8868,17300,굴진 작업 시 분진에 노출 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01306,8869,17301,가스매장 지질층 굴착 작업 중 발생한 유독가스에 의한 폭발 위험,인화성가스 농도 측정 및 급속환기 실시
T01306,8870,17302,가스누출로 인한 질식 위험,작업 전 유해가스 농도 측정
T01306,8871,17303,터널 내부가 어두워 이동 시 넘어지거나 충돌의 위험,75럭스 이상의 채광 또는 조명시설
T01306,8872,17304,가스나 분진에 의한 시야의 제한으로 인한 안전사고 위험,급속환기 실시 및 물을 뿌려 시계확보
T01307,8873,17305,경사로를 통해 장비 하역 중 경사로 고정부탈락으로 장비 무너짐 위험,마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
T01307,8873,17306,경사로를 통해 장비 하역 중 경사로 고정부탈락으로 장비 무너짐 위험,발판 사용 시 견고하게 설치
T01307,8873,17307,경사로를 통해 장비 하역 중 경사로 고정부탈락으로 장비 무너짐 위험,평탄하고 견고한 장소에서 작업
T01307,8874,17308,과속으로 인한 운반차량 뒤집힘으로 운전자 깔림 위험,제한속도 지정
T01307,8875,17309,운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,운반차량 사이드 브레이크 확인
T01307,8875,17310,운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,차륜에 쐐기 설치
T01307,8876,17311,인양장비 및 운반차량 작업반경에 근로자 출입에 의한 부딪힘 위험,작업구역 출입금지
T01307,8876,17312,인양장비 및 운반차량 작업반경에 근로자 출입에 의한 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01307,8877,17313,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
T01307,8877,17314,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,발판 사용 시 견고하게 설치
T01307,8877,17315,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,평탄하고 견고한 장소에서 작업
T01307,8878,17316,항타기 등 인양 장비 반입 중 인양 장비 뒤집힘에 의한 근로자 깔림 위험,마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
T01307,8878,17317,항타기 등 인양 장비 반입 중 인양 장비 뒤집힘에 의한 근로자 깔림 위험,발판 사용 시 견고하게 설치
T01307,8878,17318,항타기 등 인양 장비 반입 중 인양 장비 뒤집힘에 의한 근로자 깔림 위험,평탄하고 견고한 장소에서 작업
T01307,8879,17319,슬링로프로 장비 인양 하역 작업 중 로프 파단으로 인한 인양물에 부딪힘 위험,섬유로프 등 점검 및 교체
T01307,8880,17320,항타기 등 장비 하역시 슬링로프가 걸려 회전으로 인해 부딪힘 위험,인양 직후 일단정지 확인 후 작업
T01308,8881,17321,덤프트럭 토사 하역 중 사면단부에서 뒤집힘으로 인한 근로자 깔림 위험,갓길 붕괴 방지
T01308,8881,17322,덤프트럭 토사 하역 중 사면단부에서 뒤집힘으로 인한 근로자 깔림 위험,유도자 배치
T01308,8881,17323,덤프트럭 토사 하역 중 사면단부에서 뒤집힘으로 인한 근로자 깔림 위험,지반의 부동침하 방지
T01308,8882,17324,예인선 탑승 인원 미준수로 인한 침몰 위험,탑승 인원 준수
T01308,8883,17325,H강재가 항타 장비에 매달려 유동에 의한 부딪힘 위험,일정한 신호방법 규정
T01308,8884,17326,바지선에 적재된 흙막이 강재가 파도 등 너울에 의해 이동하여 부딪힘 위험,유동성 자재 결속 등 구름방지 조치
T01308,8884,17327,바지선에 적재된 흙막이 강재가 파도 등 너울에 의해 이동하여 부딪힘 위험,흙막이 강재 적재 시 받침목 설치
T01308,8885,17328,토공 장비 운행중 유도자 미배치로 인한 장비와 근로자와 부딪힘 위험,근로자 출입제한
T01308,8885,17329,토공 장비 운행중 유도자 미배치로 인한 장비와 근로자와 부딪힘 위험,유도자 배치
T01308,8886,17330,항타 작업 중 유도자 미배치로 인한 부딪힘 위험,갓길 붕괴 방지
T01308,8886,17331,항타 작업 중 유도자 미배치로 인한 부딪힘 위험,도로 폭의 유지
T01308,8886,17332,항타 작업 중 유도자 미배치로 인한 부딪힘 위험,유도자 배치
T01308,8886,17333,항타 작업 중 유도자 미배치로 인한 부딪힘 위험,지반의 부동침하 방지
T01308,8887,17334,항타기 등 건설기계작업 중 유도자 미배치 등으로 인한 부딪힘 위험,근로자 출입제한
T01308,8887,17335,항타기 등 건설기계작업 중 유도자 미배치 등으로 인한 부딪힘 위험,유도자 배치
T01308,8888,17336,해상 작업시 보호구 미착용으로 인한 익사 위험,"구명튜브, 구명로프 등 구호장비 비치"
T01308,8888,17337,해상 작업시 보호구 미착용으로 인한 익사 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01308,8889,17338,흙막이 지보공 설치 상태 불량으로 인한 무너짐 위험,버팀대의 긴압의 정도 이상 시 즉시 보수
T01308,8889,17339,흙막이 지보공 설치 상태 불량으로 인한 무너짐 위험,부재의 손상 · 변형 · 부식 · 부식 · 변위 및 탈락의 유무와 상태 이상 시 즉시 보수
T01308,8889,17340,흙막이 지보공 설치 상태 불량으로 인한 무너짐 위험,부재의 접속부 · 부착부 및 교차부의 상태 이상 시 즉시 보수
T01308,8889,17341,흙막이 지보공 설치 상태 불량으로 인한 무너짐 위험,침하의 정도 이상 시 즉시 보수
T01308,8890,17342,태풍 등 기상악화로 인한 흙막이 무너짐 위험,악천후 및 강풍 시 작업 중지
T01309,8891,17343,운반차량 과속 후진 이동 시 근로자와 부딪힘 위험,제한속도 지정
T01309,8892,17344,운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,운반차량 사이드 브레이크 확인
T01309,8892,17345,운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,차륜에 쐐기 설치
T01309,8893,17346,인양장비 및 운반차량 작업반경에 근로자 출입에 의한 부딪힘 위험,작업구역 출입금지
T01309,8893,17347,인양장비 및 운반차량 작업반경에 근로자 출입에 의한 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01309,8894,17348,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
T01309,8894,17349,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,발판 사용 시 견고하게 설치
T01309,8894,17350,장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,평탄하고 견고한 장소에서 작업
T01309,8895,17351,슬링로프 제거 중 후크가 자재에 걸려 손가락 끼임 위험,슬링로프 제거 시 후크가 자재에 걸리지 않도록 조치
T01309,8896,17352,슬링로프로 장비 인양 하역 작업 중 로프 파단으로 인한 인양물에 부딪힘 위험,섬유로프 등 점검 및 교체
T01309,8897,17353,장비 및 자재 인양 작업중 슬링로프의 걸림에 의한 회전으로 부딪힘 위험,"아웃트리거, 버팀목 설치"
T01309,8897,17354,장비 및 자재 인양 작업중 슬링로프의 걸림에 의한 회전으로 부딪힘 위험,유도자 배치
T01309,8897,17355,장비 및 자재 인양 작업중 슬링로프의 걸림에 의한 회전으로 부딪힘 위험,인양장비 설치 위치 지반 지지력 확인
T01310,8898,17356,천공 작업 중 안전덮개 미설치된 Rod 등의 회전부에 끼임 위험,건널다리 등 설치
T01310,8898,17357,천공 작업 중 안전덮개 미설치된 Rod 등의 회전부에 끼임 위험,안전덮개 등 설치
T01310,8899,17358,노출된 그라우팅 혼합기 날에 베임 위험,건널다리 등 설치
T01310,8899,17359,노출된 그라우팅 혼합기 날에 베임 위험,안전덮개 등 설치
T01310,8900,17360,Rod 등 자재를 세워놓고 작업 중 자재가 넘어져 맞음 위험,자재 및 공구의 적재방법 확인 및 전도방지 조치
T01310,8901,17361,경사면 상부 천공 작업 시 발생한 낙하물에 작업자 맞음 위험,상하 동시 작업 금지
T01310,8902,17362,"Rod, 코어튜브 탈착 시 손가락 끼임 위험","탈착 작업 시 손, 발 주변 확인"
T01310,8903,17363,천공기 천공 작업 중 호스 연결부 파열로 인한 하부 근로자 부딪힘 위험,작업전 연결부 점검 실시
T01310,8904,17364,천공기용 비계 설치 불량으로 무너짐 위험,(달비계 또는 높이 5m 이상의 비계를 조립·해체 변경시) 관리감독자 지휘에 따라 작업
T01310,8904,17365,천공기용 비계 설치 불량으로 무너짐 위험,강관비계 또는 통나무비계 조립 쌍줄(별도의 작업발판 설치시 외줄)
T01310,8904,17366,천공기용 비계 설치 불량으로 무너짐 위험,근로자 주지
T01310,8904,17367,천공기용 비계 설치 불량으로 무너짐 위험,날씨가 몹시 나쁜 경우 작업 중지
T01310,8904,17368,천공기용 비계 설치 불량으로 무너짐 위험,비계재료의 연결·해체작업 폭 20cm 이상의 발판 설치 및 안전대 사용
T01310,8904,17369,천공기용 비계 설치 불량으로 무너짐 위험,"재료, 기구 또는 공구 등을 올리거나 내리는 경우 달줄 · 달포대 등을 사용"
T01310,8904,17370,천공기용 비계 설치 불량으로 무너짐 위험,출입금지 및 내용 게시
T01310,8905,17371,그라우팅 작업 중 경사 사면에서 넘어짐 위험,작업높이 조절
T01310,8905,17372,그라우팅 작업 중 경사 사면에서 넘어짐 위험,작업발판 설치
T01310,8906,17373,그라우팅 약액 신체 접촉에 의한 피부 질병 발생,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01310,8907,17374,그라우팅 주입 시 주입구로부터 역류 위험,그라우팅 주입 시 유압 및 유량 관리
T01311,8908,17375,댐 절토 사면의 토사가 무너짐으로 주변 근로자 깔림 위험,굴착사면에 비닐 덮음
T01311,8908,17376,댐 절토 사면의 토사가 무너짐으로 주변 근로자 깔림 위험,측구 설치
T01311,8909,17377,"발전용 터빈 등 중량물 반입, 인양 중 인양로프의 파단으로 인한 중량물에 깔림 위험","궤도나 그밖에 관련 설비의 보수, 점검 작업 시 궤도작업차량 사용시 해당구간 열차운행관계자와 협의"
T01311,8909,17378,"발전용 터빈 등 중량물 반입, 인양 중 인양로프의 파단으로 인한 중량물에 깔림 위험","사전조사 및 결과 기록, 보존 및 작업계획서 작성 및 작업"
T01311,8909,17379,"발전용 터빈 등 중량물 반입, 인양 중 인양로프의 파단으로 인한 중량물에 깔림 위험",작업계획서 근로자 주지
T01311,8909,17380,"발전용 터빈 등 중량물 반입, 인양 중 인양로프의 파단으로 인한 중량물에 깔림 위험",항타기/항발기 조립/해체/변동/이동 시 작업밥업과 절차 수립 및 근로자 주지
T01311,8910,17381,터널 천정의 부석 미리 제거하지 않아 근로자 작업중 맞음 위험,빗물이나 지하수 등 배제
T01311,8910,17382,터널 천정의 부석 미리 제거하지 않아 근로자 작업중 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01311,8910,17383,터널 천정의 부석 미리 제거하지 않아 근로자 작업중 맞음 위험,지보공 설치 및 부석 제거
T01311,8911,17384,댐경사면에서 작업시 안전대 미착용으로 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01311,8911,17385,댐경사면에서 작업시 안전대 미착용으로 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01311,8912,17386,상부 댐 설치 작업중 댐 단부로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01311,8912,17387,상부 댐 설치 작업중 댐 단부로 떨어짐 위험,작업발판 설치
T01311,8913,17388,송전탑 등 시공시 안전대 미착용으로 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01311,8914,17389,수로 단부 등 추락위험 부위에 추락방지조치 미실시로 작업 중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01311,8914,17390,수로 단부 등 추락위험 부위에 추락방지조치 미실시로 작업 중 떨어짐 위험,작업발판 설치
T01311,8915,17391,발파 작업 시 화약 취급 부주의로 폭발 위험,발파작업 금지사항 준수
T01311,8915,17392,발파 작업 시 화약 취급 부주의로 폭발 위험,발파작업 작업 기준 준수 및 안전교육
T01311,8916,17393,개인보호구 미착용하고 분진 발생 작업으로 인한 노출 위험,급속환기 실시 및 물을 뿌려 시계확보
T01312,8917,17394,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",비정상작업에 대한 교육 실시
T01312,8917,17395,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",잠금장치 부착
T01312,8917,17396,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",표지판 설치
T01312,8918,17397,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,건널다리 등 설치
T01312,8918,17398,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,컨베이어에 중량물 운반 경우 스토퍼 설치 또는 작업자 출입 금지
T01312,8919,17399,골재 호퍼 내부에서 청소 작업중 상부에서 로우더로 골재 투입에 의한 깔림 위험,호퍼 내부 작업시 “작업중” 표지 부착외부에 감시인 배치
T01312,8920,17400,벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,덮개 또는 울 설치 등 낙하 방지 조치
T01312,8921,17401,유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,작업구역 출입금지
T01312,8921,17402,유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01312,8922,17403,콘크리트 배출구 청소 작업중 하부에서 콘크리트에 맞음 위험,콘크리트 배출구 주변 콘크리트 등 부착물 사전제거 확인후 하부 작업투입
T01312,8923,17404,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,작업구역 출입금지
T01312,8923,17405,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01312,8924,17406,호퍼에 낀 골재를 제거하려다 호퍼 내부로 떨어짐 위험,골재 호퍼 상부에 스크린형 덮개 설치
T01312,8925,17407,혼합기로 승강하다 안전대 미착용 등으로 떨어짐 위험,"수직 승강로에 수직 구명줄 설치, 방호울형 승강로 설치"
T01313,8926,17408,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,건널다리 등 설치
T01313,8926,17409,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,컨베이어에 중량물 운반 경우 스토퍼 설치 또는 작업자 출입 금지
T01313,8927,17410,벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,덮개 또는 울 설치 등 낙하 방지 조치
T01313,8928,17411,유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,작업구역 출입금지
T01313,8928,17412,유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01313,8929,17413,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,작업구역 출입금지
T01313,8929,17414,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01313,8930,17415,호퍼 상부에서 작업중 단부 개구부로 떨어짐 위험,발끝막이판 설치
T01313,8930,17416,호퍼 상부에서 작업중 단부 개구부로 떨어짐 위험,안전난간 설치
T01313,8931,17417,혼합기로 승강하다 안전대 미착용 등으로 떨어짐 위험,"수직 승강로에 수직 구명줄 설치, 방호울형 승강로 설치"
T01314,8932,17418,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",비정상작업에 대한 교육 실시
T01314,8932,17419,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",잠금장치 부착
T01314,8932,17420,"벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",표지판 설치
T01314,8933,17421,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,건널다리 등 설치
T01314,8933,17422,벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,컨베이어에 중량물 운반 경우 스토퍼 설치 또는 작업자 출입 금지
T01314,8934,17423,벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,덮개 또는 울 설치 등 낙하 방지 조치
T01314,8935,17424,호퍼에 암 투입시 밖으로 튀어나가 맞음 위험,안전지주 또는 안전블록 사용
T01314,8935,17425,호퍼에 암 투입시 밖으로 튀어나가 맞음 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01314,8936,17426,암 투입 장비와 운반차량과의 신호 불일치로 부딪힘 위험,작업구역 출입금지
T01314,8936,17427,암 투입 장비와 운반차량과의 신호 불일치로 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01314,8937,17428,크라샤 Jaw에 낀 암을 제거하다 Jaw 내부로 떨어짐 위험,암 제거 작업은 쇠추등 보조기구를 사용하여 실시
T01314,8938,17429,골재 살수 불량으로 분진에 노출 위험,개인보호구 착용
T01314,8938,17430,골재 살수 불량으로 분진에 노출 위험,크라샤 및 벨트 컨베이어의 살수장치 주기적인 점검 및 보수
T01315,8939,17431,"조명등에 보호갓, 보호망 미설치로 전등이 충격으로 깨지면서 파편에 맞음 위험","조명등에 보호갓, 보호유리, 보호망 설치"
