taskName,stdTaskCd,riskCate1Cd,riskCate1Name,riskCate2Cd,riskCate2Name,riskFactor,riskRelatedLaw,stdRiskFactorSeq
가체철(물막이) 흙막이 시공,T01308,1,기계적 요인,4,충돌위험 부분,흙막이 지보공 설치 상태 불량으로 인한 무너짐 위험,안전보건규칙 제347조 [붕괴 등의 위험 방지],8889
가체철(물막이) 흙막이 시공,T01308,6,작업환경 요인,1,기후 / 고온 / 한랭,태풍 등 기상악화로 인한 흙막이 무너짐 위험,안전보건규칙 제37조 [악천후 및 강풍 시 작업 중지],8890
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반차량 과속 후진 이동 시 근로자와 부딪힘 위험,안전보건규칙 제98조 [제한속도의 지정 등],8891
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,,8892
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양장비 및 운반차량 작업반경에 근로자 출입에 의한 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8893
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",장비하역 작업 중 경사로를 내려오던 장비가 뒤집혀 근로자 깔림 위험,안전보건규칙 제201조 [차량계 건설기계의 이송],8894
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,4,충돌위험 부분,슬링로프 제거 중 후크가 자재에 걸려 손가락 끼임 위험,,8895
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,4,충돌위험 부분,슬링로프로 장비 인양 하역 작업 중 로프 파단으로 인한 인양물에 부딪힘 위험,안전보건규칙 제388조 [사용 전 점검 등],8896
그라우팅 장비 및 자재반입,T01309,1,기계적 요인,4,충돌위험 부분,장비 및 자재 인양 작업중 슬링로프의 걸림에 의한 회전으로 부딪힘 위험,,8897
그라우팅 천공 및 시공,T01310,1,기계적 요인,1,"협착위험 부분(감김,끼임)",천공 작업 중 안전덮개 미설치된 Rod 등의 회전부에 끼임 위험,안전보건규칙 제87조 [원동기ㆍ회전축 등의 위험 방지],8898
그라우팅 천공 및 시공,T01310,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",노출된 그라우팅 혼합기 날에 베임 위험,안전보건규칙 제87조 [원동기ㆍ회전축 등의 위험 방지],8899
그라우팅 천공 및 시공,T01310,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",Rod 등 자재를 세워놓고 작업 중 자재가 넘어져 맞음 위험,,8900
그라우팅 천공 및 시공,T01310,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",경사면 상부 천공 작업 시 발생한 낙하물에 작업자 맞음 위험,,8901
그라우팅 천공 및 시공,T01310,1,기계적 요인,4,충돌위험 부분,"Rod, 코어튜브 탈착 시 손가락 끼임 위험",,8902
그라우팅 천공 및 시공,T01310,1,기계적 요인,4,충돌위험 부분,천공기 천공 작업 중 호스 연결부 파열로 인한 하부 근로자 부딪힘 위험,,8903
그라우팅 천공 및 시공,T01310,1,기계적 요인,4,충돌위험 부분,천공기용 비계 설치 불량으로 무너짐 위험,안전보건규칙 제57조 [비계 등의 조립ㆍ해제 및 변경],8904
그라우팅 천공 및 시공,T01310,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",그라우팅 작업 중 경사 사면에서 넘어짐 위험,안전보건규칙 제9조 [작업발판 등],8905
그라우팅 천공 및 시공,T01310,3,화학(물질)적 요인,4,액체 · 미스트,그라우팅 약액 신체 접촉에 의한 피부 질병 발생,안전보건규칙 제32조 [보호구의 지급 등],8906
그라우팅 천공 및 시공,T01310,3,화학(물질)적 요인,4,액체 · 미스트,그라우팅 주입 시 주입구로부터 역류 위험,,8907
양수발전용 댐,T01311,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",댐 절토 사면의 토사가 무너짐으로 주변 근로자 깔림 위험,안전보건규칙 제340조 [지반의 붕괴 등에 의한 위험방지],8908
양수발전용 댐,T01311,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","발전용 터빈 등 중량물 반입, 인양 중 인양로프의 파단으로 인한 중량물에 깔림 위험",안전보건규칙 제38조 [사전조사 및 작업계획서의 작성 등],8909
양수발전용 댐,T01311,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",터널 천정의 부석 미리 제거하지 않아 근로자 작업중 맞음 위험,안전보건규칙 제50조 [붕괴ㆍ낙하에 의한 위험 방지],8910
양수발전용 댐,T01311,1,기계적 요인,6,추락위험 부분(개구부 등),댐경사면에서 작업시 안전대 미착용으로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8911
양수발전용 댐,T01311,1,기계적 요인,6,추락위험 부분(개구부 등),상부 댐 설치 작업중 댐 단부로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8912
양수발전용 댐,T01311,1,기계적 요인,6,추락위험 부분(개구부 등),송전탑 등 시공시 안전대 미착용으로 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8913
양수발전용 댐,T01311,1,기계적 요인,6,추락위험 부분(개구부 등),수로 단부 등 추락위험 부위에 추락방지조치 미실시로 작업 중 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8914
양수발전용 댐,T01311,3,화학(물질)적 요인,8,화재 / 폭발 위험,발파 작업 시 화약 취급 부주의로 폭발 위험,안전보건규칙 제348조 [발파의 작업기준],8915
양수발전용 댐,T01311,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 분진 발생 작업으로 인한 노출 위험,안전보건규칙 제353조 [시계의 유지],8916
콘크리트 Batch Plant,T01312,1,기계적 요인,1,"협착위험 부분(감김,끼임)","벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",안전보건규칙 제92조 [정비 등의 작업 시의 운전정지 등],8917
콘크리트 Batch Plant,T01312,1,기계적 요인,1,"협착위험 부분(감김,끼임)",벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,안전보건규칙 제195조 [통행의 제한 등],8918
콘크리트 Batch Plant,T01312,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",골재 호퍼 내부에서 청소 작업중 상부에서 로우더로 골재 투입에 의한 깔림 위험,,8919
콘크리트 Batch Plant,T01312,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,안전보건규칙 제193조 [낙하물에 의한 위험 방지],8920
콘크리트 Batch Plant,T01312,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8921
콘크리트 Batch Plant,T01312,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",콘크리트 배출구 청소 작업중 하부에서 콘크리트에 맞음 위험,,8922
콘크리트 Batch Plant,T01312,1,기계적 요인,4,충돌위험 부분,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8923
콘크리트 Batch Plant,T01312,1,기계적 요인,6,추락위험 부분(개구부 등),호퍼에 낀 골재를 제거하려다 호퍼 내부로 떨어짐 위험,,8924
콘크리트 Batch Plant,T01312,1,기계적 요인,6,추락위험 부분(개구부 등),혼합기로 승강하다 안전대 미착용 등으로 떨어짐 위험,,8925
숏크리트 Plant,T01313,1,기계적 요인,1,"협착위험 부분(감김,끼임)",벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,안전보건규칙 제195조 [통행의 제한 등],8926
숏크리트 Plant,T01313,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,안전보건규칙 제193조 [낙하물에 의한 위험 방지],8927
숏크리트 Plant,T01313,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",유도자 미배치로 인한 골재 및 숏크리트 운반차량과 주변 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8928
숏크리트 Plant,T01313,1,기계적 요인,4,충돌위험 부분,페이로더로 골재 운반중 신호 미확인으로 인한 후방 근로자와 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8929
숏크리트 Plant,T01313,1,기계적 요인,6,추락위험 부분(개구부 등),호퍼 상부에서 작업중 단부 개구부로 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8930
숏크리트 Plant,T01313,1,기계적 요인,6,추락위험 부분(개구부 등),혼합기로 승강하다 안전대 미착용 등으로 떨어짐 위험,,8931
크라샤 Plant,T01314,1,기계적 요인,1,"협착위험 부분(감김,끼임)","벨트 컨베이어 기어, 롤러에그리스 주입 작업중 손이 회전부에 끼임 위험",안전보건규칙 제92조 [정비 등의 작업 시의 운전정지 등],8932
크라샤 Plant,T01314,1,기계적 요인,1,"협착위험 부분(감김,끼임)",벨트 컨베이어 점검 통로 이동중 벨트 컨베이어에 끼임 위험,안전보건규칙 제195조 [통행의 제한 등],8933
크라샤 Plant,T01314,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벨트 컨베이어 하부로 이동하다 낙하물에 맞음 위험,안전보건규칙 제193조 [낙하물에 의한 위험 방지],8934
크라샤 Plant,T01314,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",호퍼에 암 투입시 밖으로 튀어나가 맞음 위험,안전보건규칙 제20조 [출입의 금지 등],8935
크라샤 Plant,T01314,1,기계적 요인,4,충돌위험 부분,암 투입 장비와 운반차량과의 신호 불일치로 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8936
크라샤 Plant,T01314,1,기계적 요인,6,추락위험 부분(개구부 등),크라샤 Jaw에 낀 암을 제거하다 Jaw 내부로 떨어짐 위험,,8937
크라샤 Plant,T01314,3,화학(물질)적 요인,5,고체(분진),골재 살수 불량으로 분진에 노출 위험,,8938
조명,T01315,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","조명등에 보호갓, 보호망 미설치로 전등이 충격으로 깨지면서 파편에 맞음 위험",,8939
조명,T01315,1,기계적 요인,4,충돌위험 부분,조명등 설치 시 견고하게 고정되지 않아 조명등이 떨어지거나 받침대가 쓰러져 근로자 부딪힘 위험,,8940
조명,T01315,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",어두운 장소 통행시 임시 조명등을 미소지하여 자재 등에 걸려 넘어짐 위험,안전보건규칙 제21조 [통로의 조명],8941
조명,T01315,1,기계적 요인,6,추락위험 부분(개구부 등),어두운 장소에 조명이 설치되어 있지 않아 개구부 등에 떨어짐 위험,안전보건규칙 제49조 [조명의 유지],8942
조명,T01315,2,전기적 요인,1,감전(안전전압초과),조명기구에 누전차단기 미접속으로 인한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8943
조명,T01315,6,작업환경 요인,2,조명,작업용도에 부족한 조도의 조명으로 작업 중 안전사고 위험,안전보건규칙 제32조 [보호구의 지급 등],8944
조명,T01315,6,작업환경 요인,2,조명,지하층 작업장소에 조명 미설치로 인한 넘어짐 위험,안전보건규칙 제21조 [통로의 조명],8945
조명,T01315,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 어두운장소 이동중 부딪히거나 걸려넘어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8946
환기,T01316,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",환기장치의 불안전한 설치로 덕트 등의 낙하로 인한 근로자 맞음 위험,,8947
환기,T01316,2,전기적 요인,1,감전(안전전압초과),환기장치에 접지 미실시로 인한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8948
환기,T01316,3,화학(물질)적 요인,1,가스,유해가스 배출구가 충분히 돌출되지 않아 유해가스가 역류하여 노출 위험,,8949
환기,T01316,3,화학(물질)적 요인,5,고체(분진),"환기기구의 호스 연결불량으로 유해가스, 분진 등 누출 위험",,8950
환기,T01316,3,화학(물질)적 요인,5,고체(분진),환기작업 시 분진발생으로 인한 노출 위험,안전보건규칙 제607조 [국소배기장치의 설치],8951
환기,T01316,5,작업특성 요인,6,질식위험·산소결핍,"분진, 유해가스 발생 장소에 환기 시설 미설치로 질식 위험",안전보건규칙 제607조 [국소배기장치의 설치],8952
환기,T01316,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 분진 발생 작업으로 인한 노출 위험,안전보건규칙 제32조 [보호구의 지급 등],8953
분진,T01317,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",분진이 다량 발생하는 작업 중 돌출물에 걸려 넘어짐 위험,,8954
분진,T01317,3,화학(물질)적 요인,5,고체(분진),"분진의 종류, 유해성을 미파악하고 작업중 분진에 노출 위험",안전보건규칙 제614조 [분진의 유해성 등의 주지],8955
분진,T01317,6,작업환경 요인,2,조명,조명이 불충분한 장소에서 분진에 의한 시야 미확보로 부딪힘 위험,안전보건규칙 제21조 [통로의 조명],8956
분진,T01317,6,작업환경 요인,4,주변 근로자,다량의 분진 발생으로 주변근로자 노출 위험,안전보건규칙 제607조 [국소배기장치의 설치],8957
분진,T01317,6,작업환경 요인,4,주변 근로자,다량의 분진 발생으로 주변근로자 노출 위험,안전보건규칙 제610조 [분진의 흩날림 방지],8958
분진,T01317,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 분진 발생 작업으로 인한 노출 위험,안전보건규칙 제617조 [호흡용 보호구의 지급 등],8959
분진,T01317,6,작업환경 요인,6,조직 안전문화,분진 발생작업에 대한 안전작업 절차 미준수로 인한 분진 노출 위험,안전보건규칙 제616조 [호흡기보호 프로그램 시행 등],8960
배수,T01318,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",집수정 주변 물기로 인해 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],8961
배수,T01318,1,기계적 요인,6,추락위험 부분(개구부 등),양수기 거치대에 근로자가 올라가서 양수기 인양 작업 중 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8962
배수,T01318,1,기계적 요인,6,추락위험 부분(개구부 등),양수기 점검 시 안전대 미착용으로 인한 집수정에 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8963
배수,T01318,1,기계적 요인,6,추락위험 부분(개구부 등),집수정 주변 안전난간 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8964
배수,T01318,2,전기적 요인,1,감전(안전전압초과),양수기 분전함 누전차단기 미설치로 누전에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],8965
배수,T01318,2,전기적 요인,1,감전(안전전압초과),양수기 접지 미실시로 누전으로 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8966
배수,T01318,2,전기적 요인,1,감전(안전전압초과),양수기에 전선 피복손상으로 누전되어 감전 위험,안전보건규칙 제313조 [배선 등의 절연피복 등],8967
배수,T01318,5,작업특성 요인,6,질식위험·산소결핍,양수기 배수능력 부족으로 점검 중 근로자 익사 위험,,8968
배수,T01318,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업시 질식 위험,안전보건규칙 제32조 [보호구의 지급 등],8969
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 덮개 미설치하고 작업중 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8970
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 덮개 재료가 견고하지 않아 덮개가 파손되면서 떨어짐 위험,,8971
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 덮개가 고정되지 않아 덮개가 탈락하면서 떨어짐 위험,,8972
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 덮개에 개구부 표지 설치않고 작업중 정리정돈 하다가 개구부 덮개 개방하여 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8973
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 주변에 안전난간 미설치하고 작업중 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8974
개구부,T01319,1,기계적 요인,6,추락위험 부분(개구부 등),개구부 주변에 접근방지 표지 미설치하고 작업중 개구부로 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8975
개구부,T01319,5,작업특성 요인,4,근로자 실수(휴먼에러),안전시설 임의 해체 금지 등 안전작업수칙 미준수로 작업중 개구부로 떨어짐 위험,,8976
개구부,T01319,5,작업특성 요인,4,근로자 실수(휴먼에러),작업자가 임의로 개구부 덮개 해체하고 작업중 떨어짐 위험,,8977
개구부,T01319,6,작업환경 요인,6,조직 안전문화,"개인보호구 미지급, 미착용하고 작업중 부딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8978
작업발판,T01320,1,기계적 요인,6,추락위험 부분(개구부 등),각재 등으로 작업발판 사용중 부러지면서 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8979
작업발판,T01320,1,기계적 요인,6,추락위험 부분(개구부 등),작업 발판이 견고하지 못해 작업 중 파손되면서 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8980
작업발판,T01320,1,기계적 요인,6,추락위험 부분(개구부 등),작업발판상의 작업 공간 부족으로 무리한 활동중 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8981
작업발판,T01320,1,기계적 요인,6,추락위험 부분(개구부 등),작업발판의 폭이 부족하여 작업 중 발판상에서 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8982
작업발판,T01320,1,기계적 요인,6,추락위험 부분(개구부 등),작업발판이 변형되어 작업중 고정부가 탈락함으로 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8983
작업발판,T01320,5,작업특성 요인,4,근로자 실수(휴먼에러),근로자가 안전작업수칙 미숙지하고 무리하게 작업중 발판 상에서 떨어짐 위험,,8984
작업발판,T01320,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업중 부딪히거나 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8985
비계,T01321,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",비계 결속부로 전용 크램프를 사용하지 않아 비계 무너짐 위험,안전보건규칙 제58조 [비계의 점검 및 보수],8986
비계,T01321,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",비계 기둥 하부 지반 침하로 비계 기둥이 침하되면서 무너짐 위험,안전보건규칙 제58조 [비계의 점검 및 보수],8987
비계,T01321,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",비계상에 자재를 과적재하여 비계가 하중을 견디지 못하고 무너짐 위험,안전보건규칙 제55조 [작업발판의 최대적재하중],8988
비계,T01321,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",비계에 벽이음 가새 미설치로 작업 중 비계 무너짐 위험,안전보건규칙 제58조 [비계의 점검 및 보수],8989
비계,T01321,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",작업 구간 하부에서 근로자 작업 중 물체에 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8990
비계,T01321,1,기계적 요인,4,충돌위험 부분,비계 설치중 인근 고압 전선과 접촉하여 감전 위험,안전보건규칙 제322조 [충전전로 인근에서의 차량ㆍ기계장치 작업],8991
비계,T01321,1,기계적 요인,6,추락위험 부분(개구부 등),비계상에 근로자가 안전대 미착용하고 임의로 올라서서 작업중 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8992
비계,T01321,1,기계적 요인,6,추락위험 부분(개구부 등),승강 설비 미설치로 비계상을 무리하게 올라가던중 떨어짐 위험,안전보건규칙 제46조 [승강설비의 설치],8993
비계,T01321,5,작업특성 요인,4,근로자 실수(휴먼에러),근로자가 안전작업수칙 미숙지하고 무리하게 작업중 떨어짐 위험,,8994
비계,T01321,5,작업특성 요인,4,근로자 실수(휴먼에러),작업지휘자 미선임하고 근로자 단독으로 작업중 떨어짐 위험,안전보건규칙 제39조 [작업지휘자의 지정],8995
비계,T01321,6,작업환경 요인,6,조직 안전문화,"안전모, 안전대 등 개인보호구 미착용하고 비계상에서 작업중 부딪히거나 떨어짐 위험",안전보건규칙 제32조 [보호구의 지급 등],8996
가설통로 또는 가설계단,T01322,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",비계 등 가설계단 지지물이 가설계단 하중을 견디지 못하고 무너짐 위험,안전보건규칙 제23조 [가설통로의 구조],8997
가설통로 또는 가설계단,T01322,1,기계적 요인,4,충돌위험 부분,"가설 계단의 수직보호망 미설치로 승강중 자재, 공구 등에 맞음 위험",안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8998
가설통로 또는 가설계단,T01322,1,기계적 요인,4,충돌위험 부분,가설 통로 상부에 방호선반 미설치로 통행중 낙하물에 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8999
가설통로 또는 가설계단,T01322,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",가설 계단 통로 발판이 고정되지않아 탈락하면서 넘어짐 위험,안전보건규칙 제56조 [작업발판의 구조],9000
가설통로 또는 가설계단,T01322,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",가설 통로 바닥의 돌출물에 이동 중 걸려 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],9001
가설통로 또는 가설계단,T01322,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",가설 통로 발판에 미끄럼 방지 조치 미실시로 이동중 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],9002
가설통로 또는 가설계단,T01322,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",가설 통로의 발판 재료가 통행중 부러지면서 넘어짐 위험,안전보건규칙 제56조 [작업발판의 구조],9003
가설통로 또는 가설계단,T01322,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",가설 통로의 폭이 좁아서 자재 운반중 걸려 넘어짐 위험,안전보건규칙 제23조 [가설통로의 구조],9004
가설통로 또는 가설계단,T01322,1,기계적 요인,6,추락위험 부분(개구부 등),가설 계단 단부에 안전난간대 미설치로 이동중 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],9005
가설통로 또는 가설계단,T01322,1,기계적 요인,6,추락위험 부분(개구부 등),가설 통로로 이동하려던 중 가설통로 옆 법면단부로 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],9006
가설통로 또는 가설계단,T01322,1,기계적 요인,6,추락위험 부분(개구부 등),경사 법면 등 근로자 임의 이동통로에 가설 계단 미설치로 통행중 떨어짐 위험,안전보건규칙 제22조 [통로의 설치],9007
가설통로 또는 가설계단,T01322,6,작업환경 요인,6,조직 안전문화,"안전모, 안전화 등 개인보호구 미착용하고 통행중 부딪히거나 깔림 위험",안전보건규칙 제32조 [보호구의 지급 등],9008
분전반,T01323,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",안전 작업절차를 무시하고 분전함의 차단기를 조작하여 연삭기 등 전기기구로 작업중인 근로자 손가락 절단 위험,,9009
분전반,T01323,1,기계적 요인,4,충돌위험 부분,회로명 미표기로 차단기를 임의조작하여 전기기구 사용중인 근로자 안전사고 위험,,9010
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),분전반 우수 침투로 누전에 의한 감전 위험,,9011
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),분전함내 이물질이 쌓여 누전되면서 감전 위험,,9012
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),외함 시건장치 미설치로 임의 조작중 근로자 감전 위험,,9013
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),전기 기계기구가 누전차단기에 연결되어 있지 않아 사용중 누전에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],9014
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),전기 담당자외 근로자가 임의 조작중 감전 위험,,9015
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),전기 취급 전용공구를 사용하지 않고 절연성이 없는 공구로 임의 조작하다가 감전 위험,,9016
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),충전부 내부 보호판 미설치로 조작중 충전부에 감전 위험,안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],9017
분전반,T01323,2,전기적 요인,1,감전(안전전압초과),콘센트 미설치로 분전함 내부에서 전선 인출중 감전 위험,,9018
분전반,T01323,5,작업특성 요인,4,근로자 실수(휴먼에러),"절연, 접지상태 점검 미흡으로 누전되어 감전 위험",안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],9019
분전반,T01323,6,작업환경 요인,6,조직 안전문화,"안전모, 절연장갑 사용하지 않고 조작중 충전부에 감전 위험",안전보건규칙 제323조 [절연용 보호구 등의 사용],9020
충전부,T01324,1,기계적 요인,4,충돌위험 부분,고압선 충전부에 근접 작업시 절연기구를 사용하지 않고 작업하다가 감전 위험,안전보건규칙 제321조 [충전전로에서의 전기작업],9021
충전부,T01324,2,전기적 요인,1,감전(안전전압초과),"용접기, 가설 전선 충전부에 테이핑 등 절연 조치를 하지않아 접촉 감전 위험",안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],9022
충전부,T01324,2,전기적 요인,1,감전(안전전압초과),전선의 접속부 절연 부족으로 접촉 감전 위험,안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],9023
충전부,T01324,2,전기적 요인,1,감전(안전전압초과),충전부에 보호판 등 접촉 방지조치를 하지 않아 충전부에 감전 위험,안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],9024
충전부,T01324,5,작업특성 요인,4,근로자 실수(휴먼에러),고압선 충전부에 근접 작업시 절연복 미착용으로 접촉 감전 위험,안전보건규칙 제321조 [충전전로에서의 전기작업],9025
충전부,T01324,5,작업특성 요인,4,근로자 실수(휴먼에러),고압선에 접근 한계 거리를 유지하지 않아 감전 위험,안전보건규칙 제321조 [충전전로에서의 전기작업],9026
충전부,T01324,6,작업환경 요인,6,조직 안전문화,"안전모, 절연장갑 등 미착용하고 작업중 충전부에 감전 위험",안전보건규칙 제323조 [절연용 보호구 등의 사용],9027
이동식전기기계기구,T01325,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",고속 회전시 이상음을 무시하고 작업중 톱날 비산에 신체 베임 위험,,9028
이동식전기기계기구,T01325,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","작업중 톱날, 덮개 등 부품이 견고하게 고정되지 않아 작업중 탈락하면서 절단 위험",안전보건규칙 제87조 [원동기ㆍ회전축 등의 위험 방지],9029
이동식전기기계기구,T01325,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",톱날 접촉 방지 장치가 미설치되어 작업중 접촉 절단 위험,안전보건규칙 제101조 [원형톱기계의 톱날접촉예방장치],9030
